cell_id,lat,lon,horizon_hours,forecast_aqi,severity,priority_band,dominant_source,confidence,priority_score,recommended_action,evidence
983,28.707692,77.153846,48,65.4,Low,LOW,Traffic/Roads,0.656,44.620000000000005,Deploy traffic police,"AQI=65.4, source=Traffic/Roads (53.0%), confidence=66%"
670,28.605128,77.261538,72,62.0,Low,LOW,Construction/Dust,0.677,44.61333333333334,Dust suppression,"AQI=62.0, source=Construction/Dust (53.7%), confidence=68%"
444,28.541026,76.861538,72,102.2,Moderate,LOW,Traffic/Roads,0.387,44.61333333333334,Deploy traffic police,"AQI=102.2, source=Traffic/Roads (49.2%), confidence=39%"
1042,28.733333,76.830769,24,106.7,Moderate,LOW,Industry,0.325,44.60333333333334,Inspect industrial units,"AQI=106.7, source=Industry (51.6%), confidence=32%"
250,28.476923,76.953846,24,104.9,Moderate,LOW,Traffic/Roads,0.363,44.60333333333333,Deploy traffic police,"AQI=104.9, source=Traffic/Roads (49.3%), confidence=36%"
17,28.4,77.061538,48,111.2,Moderate,LOW,Construction/Dust,0.34,44.593333333333334,Dust suppression,"AQI=111.2, source=Construction/Dust (46.3%), confidence=34%"
1373,28.835897,77.0,24,123.8,Moderate,LOW,Traffic/Roads,0.286,44.593333333333334,Deploy traffic police,"AQI=123.8, source=Traffic/Roads (41.2%), confidence=29%"
1509,28.874359,77.246154,72,92.1,Low,LOW,Traffic/Roads,0.434,44.59,Deploy traffic police,"AQI=92.1, source=Traffic/Roads (52.8%), confidence=43%"
250,28.476923,76.953846,48,101.7,Moderate,LOW,Traffic/Roads,0.39,44.59,Deploy traffic police,"AQI=101.7, source=Traffic/Roads (49.2%), confidence=39%"
577,28.579487,77.061538,72,67.0,Low,LOW,Construction/Dust,0.653,44.586666666666666,Dust suppression,"AQI=67.0, source=Construction/Dust (51.8%), confidence=65%"
345,28.502564,77.184615,24,67.0,Low,LOW,Traffic/Roads,0.595,44.586666666666666,Deploy traffic police,"AQI=67.0, source=Traffic/Roads (57.6%), confidence=60%"
205,28.464103,76.876923,24,97.2,Low,LOW,Traffic/Roads,0.393,44.58,Deploy traffic police,"AQI=97.2, source=Traffic/Roads (52.6%), confidence=39%"
814,28.65641,77.015385,24,125.5,Moderate,LOW,Industry,0.316,44.57666666666667,Inspect industrial units,"AQI=125.5, source=Industry (36.7%), confidence=32%"
945,28.694872,77.184615,72,105.3,Moderate,LOW,Industry,0.448,44.56999999999999,Inspect industrial units,"AQI=105.3, source=Industry (40.3%), confidence=45%"
520,28.566667,76.8,72,58.6,Low,LOW,Traffic/Roads,0.451,44.56666666666666,Deploy traffic police,"AQI=58.6, source=Traffic/Roads (78.9%), confidence=45%"
1171,28.771795,76.969231,48,122.2,Moderate,LOW,Traffic/Roads,0.272,44.56666666666666,Deploy traffic police,"AQI=122.2, source=Traffic/Roads (43.8%), confidence=27%"
1049,28.733333,76.938462,48,134.3,Moderate,LOW,Industry,0.23,44.56333333333334,Inspect industrial units,"AQI=134.3, source=Industry (37.9%), confidence=23%"
348,28.502564,77.230769,72,67.1,Low,LOW,Traffic/Roads,0.587,44.56333333333333,Deploy traffic police,"AQI=67.1, source=Traffic/Roads (58.2%), confidence=59%"
482,28.553846,76.830769,24,51.6,Low,LOW,Traffic/Roads,0.505,44.56,Deploy traffic police,"AQI=51.6, source=Traffic/Roads (79.3%), confidence=50%"
677,28.605128,77.369231,24,84.1,Low,LOW,Traffic/Roads,0.573,44.556666666666665,Deploy traffic police,"AQI=84.1, source=Traffic/Roads (45.4%), confidence=57%"
402,28.528205,76.830769,24,51.8,Low,LOW,Traffic/Roads,0.526,44.553333333333335,Deploy traffic police,"AQI=51.8, source=Traffic/Roads (77.0%), confidence=53%"
898,28.682051,77.076923,48,108.8,Moderate,LOW,Traffic/Roads,0.395,44.55333333333333,Deploy traffic police,"AQI=108.8, source=Traffic/Roads (42.6%), confidence=40%"
232,28.464103,77.292308,24,89.9,Low,LOW,Traffic/Roads,0.483,44.54333333333334,Deploy traffic police,"AQI=89.9, source=Traffic/Roads (49.5%), confidence=48%"
212,28.464103,76.984615,24,106.9,Moderate,LOW,Traffic/Roads,0.389,44.53666666666667,Deploy traffic police,"AQI=106.9, source=Traffic/Roads (44.7%), confidence=39%"
416,28.528205,77.046154,48,115.4,Moderate,LOW,Traffic/Roads,0.369,44.53333333333333,Deploy traffic police,"AQI=115.4, source=Traffic/Roads (39.6%), confidence=37%"
395,28.515385,77.338462,72,98.6,Low,LOW,Traffic/Roads,0.448,44.53333333333333,Deploy traffic police,"AQI=98.6, source=Traffic/Roads (45.7%), confidence=45%"
399,28.515385,77.4,72,83.0,Low,LOW,Traffic/Roads,0.396,44.53333333333333,Deploy traffic police,"AQI=83.0, source=Traffic/Roads (63.9%), confidence=40%"
393,28.515385,77.307692,48,93.3,Low,LOW,Traffic/Roads,0.486,44.53,Deploy traffic police,"AQI=93.3, source=Traffic/Roads (46.3%), confidence=49%"
1505,28.874359,77.184615,72,124.1,Moderate,LOW,Construction/Dust,0.263,44.523333333333326,Dust suppression,"AQI=124.1, source=Construction/Dust (42.9%), confidence=26%"
41,28.412821,76.815385,72,101.5,Moderate,LOW,Construction/Dust,0.332,44.516666666666666,Dust suppression,"AQI=101.5, source=Construction/Dust (54.8%), confidence=33%"
921,28.694872,76.815385,48,105.8,Moderate,LOW,Traffic/Roads,0.313,44.513333333333335,Deploy traffic police,"AQI=105.8, source=Traffic/Roads (53.1%), confidence=31%"
372,28.515385,76.984615,24,120.5,Moderate,LOW,Traffic/Roads,0.272,44.50333333333333,Deploy traffic police,"AQI=120.5, source=Traffic/Roads (44.9%), confidence=27%"
325,28.502564,76.876923,24,97.3,Low,LOW,Traffic/Roads,0.388,44.49666666666667,Deploy traffic police,"AQI=97.3, source=Traffic/Roads (52.6%), confidence=39%"
1287,28.810256,76.907692,48,87.8,Low,LOW,Traffic/Roads,0.419,44.493333333333325,Deploy traffic police,"AQI=87.8, source=Traffic/Roads (57.4%), confidence=42%"
423,28.528205,77.153846,48,64.6,Low,LOW,Traffic/Roads,0.609,44.486666666666665,Deploy traffic police,"AQI=64.6, source=Traffic/Roads (57.7%), confidence=61%"
306,28.489744,77.2,24,87.5,Low,LOW,Construction/Dust,0.476,44.483333333333334,Dust suppression,"AQI=87.5, source=Construction/Dust (51.9%), confidence=48%"
1548,28.887179,77.230769,48,86.0,Low,LOW,Traffic/Roads,0.467,44.47333333333333,Deploy traffic police,"AQI=86.0, source=Traffic/Roads (54.0%), confidence=47%"
1292,28.810256,76.984615,24,125.1,Moderate,LOW,Traffic/Roads,0.269,44.47,Deploy traffic police,"AQI=125.1, source=Traffic/Roads (41.2%), confidence=27%"
1084,28.746154,76.861538,48,105.8,Moderate,LOW,Industry,0.34,44.45333333333333,Inspect industrial units,"AQI=105.8, source=Industry (50.1%), confidence=34%"
886,28.682051,76.892308,72,75.9,Low,LOW,Traffic/Roads,0.501,44.45,Deploy traffic police,"AQI=75.9, source=Traffic/Roads (58.9%), confidence=50%"
481,28.553846,76.815385,48,50.7,Low,LOW,Traffic/Roads,0.517,44.449999999999996,Deploy traffic police,"AQI=50.7, source=Traffic/Roads (78.3%), confidence=52%"
63,28.412821,77.153846,48,104.9,Moderate,LOW,Traffic/Roads,0.364,44.443333333333335,Deploy traffic police,"AQI=104.9, source=Traffic/Roads (48.4%), confidence=36%"
689,28.617949,76.938462,72,105.5,Moderate,LOW,Industry,0.365,44.443333333333335,Inspect industrial units,"AQI=105.5, source=Industry (47.8%), confidence=36%"
1256,28.797436,77.046154,48,76.7,Low,LOW,Industry,0.59,44.44333333333333,Inspect industrial units,"AQI=76.7, source=Industry (49.3%), confidence=59%"
806,28.65641,76.892308,48,113.6,Moderate,LOW,Traffic/Roads,0.316,44.43333333333334,Deploy traffic police,"AQI=113.6, source=Traffic/Roads (45.9%), confidence=32%"
856,28.669231,77.046154,48,87.2,Low,LOW,Industry,0.513,44.43333333333334,Inspect industrial units,"AQI=87.2, source=Industry (48.2%), confidence=51%"
344,28.502564,77.169231,72,44.7,Low,LOW,Construction/Dust,0.75,44.43000000000001,Dust suppression,"AQI=44.7, source=Construction/Dust (59.9%), confidence=75%"
1220,28.784615,77.107692,72,105.9,Moderate,LOW,Industry,0.393,44.43,Inspect industrial units,"AQI=105.9, source=Industry (44.6%), confidence=39%"
928,28.694872,76.923077,48,88.6,Low,LOW,Traffic/Roads,0.496,44.42666666666667,Deploy traffic police,"AQI=88.6, source=Traffic/Roads (48.7%), confidence=50%"
1211,28.784615,76.969231,72,137.8,Moderate,LOW,Traffic/Roads,0.214,44.42666666666667,Deploy traffic police,"AQI=137.8, source=Traffic/Roads (35.9%), confidence=21%"
1278,28.797436,77.384615,72,70.5,Low,LOW,Traffic/Roads,0.412,44.410000000000004,Deploy traffic police,"AQI=70.5, source=Traffic/Roads (72.1%), confidence=41%"
1483,28.874359,76.846154,24,84.4,Low,LOW,Industry,0.343,44.406666666666666,Inspect industrial units,"AQI=84.4, source=Industry (67.4%), confidence=34%"
149,28.438462,77.246154,24,101.4,Moderate,LOW,Construction/Dust,0.346,44.4,Dust suppression,"AQI=101.4, source=Construction/Dust (52.9%), confidence=35%"
1416,28.848718,77.046154,72,130.3,Moderate,LOW,Construction/Dust,0.249,44.39666666666667,Dust suppression,"AQI=130.3, source=Construction/Dust (38.5%), confidence=25%"
1513,28.874359,77.307692,72,70.5,Low,LOW,Traffic/Roads,0.47,44.39,Deploy traffic police,"AQI=70.5, source=Traffic/Roads (66.2%), confidence=47%"
63,28.412821,77.153846,24,109.0,Moderate,LOW,Traffic/Roads,0.328,44.38666666666667,Deploy traffic police,"AQI=109.0, source=Traffic/Roads (48.3%), confidence=33%"
1435,28.848718,77.338462,48,66.0,Low,LOW,Traffic/Roads,0.459,44.379999999999995,Deploy traffic police,"AQI=66.0, source=Traffic/Roads (71.0%), confidence=46%"
582,28.579487,77.138462,48,79.3,Low,LOW,Traffic/Roads,0.563,44.376666666666665,Deploy traffic police,"AQI=79.3, source=Traffic/Roads (49.5%), confidence=56%"
1522,28.887179,76.830769,72,85.4,Low,LOW,Traffic/Roads,0.355,44.373333333333335,Deploy traffic police,"AQI=85.4, source=Traffic/Roads (65.2%), confidence=36%"
670,28.605128,77.261538,24,54.3,Low,LOW,Construction/Dust,0.751,44.370000000000005,Dust suppression,"AQI=54.3, source=Construction/Dust (51.5%), confidence=75%"
486,28.553846,76.892308,24,130.1,Moderate,LOW,Industry,0.237,44.36333333333333,Inspect industrial units,"AQI=130.1, source=Industry (39.7%), confidence=24%"
1548,28.887179,77.230769,24,88.2,Low,LOW,Traffic/Roads,0.453,44.36,Deploy traffic police,"AQI=88.2, source=Traffic/Roads (53.0%), confidence=45%"
1424,28.848718,77.169231,24,125.0,Moderate,LOW,Construction/Dust,0.261,44.35333333333333,Dust suppression,"AQI=125.0, source=Construction/Dust (41.5%), confidence=26%"
383,28.515385,77.153846,48,76.0,Low,LOW,Construction/Dust,0.581,44.34666666666667,Dust suppression,"AQI=76.0, source=Construction/Dust (50.3%), confidence=58%"
1177,28.771795,77.061538,24,95.4,Low,LOW,Industry,0.45,44.34,Inspect industrial units,"AQI=95.4, source=Industry (47.2%), confidence=45%"
491,28.553846,76.969231,72,133.9,Moderate,LOW,Construction/Dust,0.195,44.33666666666667,Dust suppression,"AQI=133.9, source=Construction/Dust (40.6%), confidence=20%"
1406,28.848718,76.892308,72,85.4,Low,LOW,Traffic/Roads,0.398,44.333333333333336,Deploy traffic police,"AQI=85.4, source=Traffic/Roads (60.7%), confidence=40%"
508,28.553846,77.230769,24,69.2,Low,LOW,Construction/Dust,0.635,44.333333333333336,Dust suppression,"AQI=69.2, source=Construction/Dust (50.5%), confidence=64%"
520,28.566667,76.8,48,50.7,Low,LOW,Traffic/Roads,0.5,44.330000000000005,Deploy traffic police,"AQI=50.7, source=Traffic/Roads (79.4%), confidence=50%"
1400,28.848718,76.8,72,117.4,Moderate,LOW,Industry,0.206,44.32666666666667,Inspect industrial units,"AQI=117.4, source=Industry (53.2%), confidence=21%"
1270,28.797436,77.261538,72,100.2,Moderate,LOW,Traffic/Roads,0.394,44.32,Deploy traffic police,"AQI=100.2, source=Traffic/Roads (48.7%), confidence=39%"
546,28.566667,77.2,48,76.6,Low,LOW,Traffic/Roads,0.566,44.306666666666665,Deploy traffic police,"AQI=76.6, source=Traffic/Roads (51.1%), confidence=57%"
1506,28.874359,77.2,72,121.0,Moderate,LOW,Construction/Dust,0.288,44.30666666666666,Dust suppression,"AQI=121.0, source=Construction/Dust (41.9%), confidence=29%"
348,28.502564,77.230769,24,59.9,Low,LOW,Traffic/Roads,0.616,44.303333333333335,Deploy traffic police,"AQI=59.9, source=Traffic/Roads (60.0%), confidence=62%"
462,28.541026,77.138462,72,81.0,Low,LOW,Traffic/Roads,0.533,44.3,Deploy traffic police,"AQI=81.0, source=Traffic/Roads (50.7%), confidence=53%"
1123,28.758974,76.846154,48,105.8,Moderate,LOW,Industry,0.309,44.29333333333334,Inspect industrial units,"AQI=105.8, source=Industry (52.4%), confidence=31%"
1010,28.720513,76.953846,48,129.2,Moderate,LOW,Industry,0.253,44.29333333333334,Inspect industrial units,"AQI=129.2, source=Industry (38.5%), confidence=25%"
89,28.425641,76.938462,72,65.1,Low,LOW,Traffic/Roads,0.604,44.29,Deploy traffic police,"AQI=65.1, source=Traffic/Roads (56.8%), confidence=60%"
1191,28.771795,77.276923,24,77.2,Low,LOW,Traffic/Roads,0.55,44.28666666666667,Deploy traffic police,"AQI=77.2, source=Traffic/Roads (52.1%), confidence=55%"
300,28.489744,77.107692,24,114.4,Moderate,LOW,Traffic/Roads,0.391,44.28666666666667,Deploy traffic police,"AQI=114.4, source=Traffic/Roads (37.0%), confidence=39%"
662,28.605128,77.138462,72,76.0,Low,LOW,Traffic/Roads,0.55,44.28666666666667,Deploy traffic police,"AQI=76.0, source=Traffic/Roads (53.1%), confidence=55%"
1440,28.861538,76.8,24,106.8,Moderate,LOW,Traffic/Roads,0.241,44.28,Deploy traffic police,"AQI=106.8, source=Traffic/Roads (58.3%), confidence=24%"
1125,28.758974,76.876923,72,117.4,Moderate,LOW,Industry,0.267,44.266666666666666,Inspect industrial units,"AQI=117.4, source=Industry (46.8%), confidence=27%"
771,28.64359,76.969231,48,135.7,Moderate,LOW,Traffic/Roads,0.221,44.25666666666667,Deploy traffic police,"AQI=135.7, source=Traffic/Roads (36.1%), confidence=22%"
1272,28.797436,77.292308,48,94.4,Low,LOW,Industry,0.419,44.25333333333334,Inspect industrial units,"AQI=94.4, source=Industry (50.7%), confidence=42%"
1384,28.835897,77.169231,48,82.1,Low,LOW,Industry,0.516,44.24333333333333,Inspect industrial units,"AQI=82.1, source=Industry (51.2%), confidence=52%"
1230,28.784615,77.261538,48,55.8,Low,LOW,Industry,0.648,44.24,Inspect industrial units,"AQI=55.8, source=Industry (59.9%), confidence=65%"
1498,28.874359,77.076923,72,130.3,Moderate,LOW,Construction/Dust,0.249,44.23666666666667,Dust suppression,"AQI=130.3, source=Construction/Dust (37.7%), confidence=25%"
336,28.502564,77.046154,48,100.9,Moderate,LOW,Traffic/Roads,0.417,44.236666666666665,Deploy traffic police,"AQI=100.9, source=Traffic/Roads (45.4%), confidence=42%"
515,28.553846,77.338462,48,87.8,Low,LOW,Traffic/Roads,0.512,44.233333333333334,Deploy traffic police,"AQI=87.8, source=Traffic/Roads (46.8%), confidence=51%"
927,28.694872,76.907692,24,71.1,Low,LOW,Traffic/Roads,0.536,44.230000000000004,Deploy traffic police,"AQI=71.1, source=Traffic/Roads (58.3%), confidence=54%"
630,28.592308,77.261538,24,61.5,Low,LOW,Construction/Dust,0.707,44.230000000000004,Dust suppression,"AQI=61.5, source=Construction/Dust (49.2%), confidence=71%"
262,28.476923,77.138462,72,96.3,Low,LOW,Traffic/Roads,0.451,44.230000000000004,Deploy traffic police,"AQI=96.3, source=Traffic/Roads (45.8%), confidence=45%"
25,28.4,77.184615,48,115.5,Moderate,LOW,Construction/Dust,0.337,44.230000000000004,Dust suppression,"AQI=115.5, source=Construction/Dust (41.2%), confidence=34%"
1298,28.810256,77.076923,48,94.6,Low,LOW,Industry,0.458,44.22666666666667,Inspect industrial units,"AQI=94.6, source=Industry (46.5%), confidence=46%"
1414,28.848718,77.015385,24,84.4,Low,LOW,Traffic/Roads,0.449,44.22666666666667,Deploy traffic police,"AQI=84.4, source=Traffic/Roads (55.9%), confidence=45%"
1154,28.758974,77.323077,72,115.7,Moderate,LOW,Traffic/Roads,0.305,44.22333333333333,Deploy traffic police,"AQI=115.7, source=Traffic/Roads (44.2%), confidence=30%"
163,28.451282,76.846154,24,97.2,Low,LOW,Traffic/Roads,0.375,44.22,Deploy traffic police,"AQI=97.2, source=Traffic/Roads (52.6%), confidence=38%"
247,28.476923,76.907692,48,95.0,Low,LOW,Traffic/Roads,0.406,44.21333333333333,Deploy traffic police,"AQI=95.0, source=Traffic/Roads (51.3%), confidence=41%"
161,28.451282,76.815385,48,95.0,Low,LOW,Traffic/Roads,0.383,44.21333333333333,Deploy traffic police,"AQI=95.0, source=Traffic/Roads (53.6%), confidence=38%"
575,28.579487,77.030769,72,65.7,Low,LOW,Traffic/Roads,0.575,44.21,Deploy traffic police,"AQI=65.7, source=Traffic/Roads (58.8%), confidence=57%"
372,28.515385,76.984615,72,125.4,Moderate,LOW,Traffic/Roads,0.24,44.2,Deploy traffic police,"AQI=125.4, source=Traffic/Roads (42.5%), confidence=24%"
1288,28.810256,76.923077,48,87.8,Low,LOW,Industry,0.411,44.193333333333335,Inspect industrial units,"AQI=87.8, source=Industry (56.7%), confidence=41%"
65,28.412821,77.184615,48,119.1,Moderate,LOW,Traffic/Roads,0.303,44.19,Deploy traffic police,"AQI=119.1, source=Traffic/Roads (41.4%), confidence=30%"
1421,28.848718,77.123077,24,64.8,Low,LOW,Construction/Dust,0.715,44.18,Dust suppression,"AQI=64.8, source=Construction/Dust (45.4%), confidence=72%"
1336,28.823077,77.046154,72,136.9,Moderate,LOW,Industry,0.216,44.17666666666667,Inspect industrial units,"AQI=136.9, source=Industry (35.2%), confidence=22%"
936,28.694872,77.046154,72,90.2,Low,LOW,Traffic/Roads,0.558,44.17333333333333,Deploy traffic police,"AQI=90.2, source=Traffic/Roads (39.9%), confidence=56%"
254,28.476923,77.015385,48,56.8,Low,LOW,Traffic/Roads,0.658,44.166666666666664,Deploy traffic police,"AQI=56.8, source=Traffic/Roads (57.7%), confidence=66%"
240,28.476923,76.8,24,97.2,Low,LOW,Traffic/Roads,0.298,44.16,Deploy traffic police,"AQI=97.2, source=Traffic/Roads (60.0%), confidence=30%"
391,28.515385,77.276923,48,95.5,Low,LOW,Industry,0.455,44.156666666666666,Inspect industrial units,"AQI=95.5, source=Industry (45.7%), confidence=46%"
1144,28.758974,77.169231,24,94.3,Low,LOW,Traffic/Roads,0.453,44.156666666666666,Deploy traffic police,"AQI=94.3, source=Traffic/Roads (46.9%), confidence=45%"
1161,28.771795,76.815385,48,105.8,Moderate,LOW,Traffic/Roads,0.273,44.153333333333336,Deploy traffic police,"AQI=105.8, source=Traffic/Roads (55.3%), confidence=27%"
122,28.438462,76.830769,48,95.0,Low,LOW,Traffic/Roads,0.413,44.153333333333336,Deploy traffic police,"AQI=95.0, source=Traffic/Roads (50.3%), confidence=41%"
1125,28.758974,76.876923,48,105.8,Moderate,LOW,Industry,0.331,44.153333333333336,Inspect industrial units,"AQI=105.8, source=Industry (49.5%), confidence=33%"
784,28.64359,77.169231,72,101.1,Moderate,LOW,Traffic/Roads,0.43,44.14999999999999,Deploy traffic police,"AQI=101.1, source=Traffic/Roads (43.5%), confidence=43%"
633,28.592308,77.307692,48,87.4,Low,LOW,Traffic/Roads,0.507,44.14666666666667,Deploy traffic police,"AQI=87.4, source=Traffic/Roads (47.2%), confidence=51%"
1025,28.720513,77.184615,24,95.8,Low,LOW,Construction/Dust,0.526,44.14666666666666,Dust suppression,"AQI=95.8, source=Construction/Dust (38.3%), confidence=53%"
572,28.579487,76.984615,24,123.5,Moderate,LOW,Traffic/Roads,0.273,44.14333333333334,Deploy traffic police,"AQI=123.5, source=Traffic/Roads (40.5%), confidence=27%"
1021,28.720513,77.123077,72,67.1,Low,LOW,Traffic/Roads,0.594,44.14333333333333,Deploy traffic police,"AQI=67.1, source=Traffic/Roads (55.4%), confidence=59%"
860,28.669231,77.107692,24,76.9,Low,LOW,Traffic/Roads,0.588,44.13666666666667,Deploy traffic police,"AQI=76.9, source=Traffic/Roads (47.8%), confidence=59%"
985,28.707692,77.184615,48,74.6,Low,LOW,Traffic/Roads,0.593,44.13333333333333,Deploy traffic police,"AQI=74.6, source=Traffic/Roads (49.2%), confidence=59%"
1240,28.797436,76.8,72,117.4,Moderate,LOW,Traffic/Roads,0.207,44.12666666666667,Deploy traffic police,"AQI=117.4, source=Traffic/Roads (52.1%), confidence=21%"
1413,28.848718,77.0,48,88.0,Low,LOW,Traffic/Roads,0.448,44.126666666666665,Deploy traffic police,"AQI=88.0, source=Traffic/Roads (52.5%), confidence=45%"
351,28.502564,77.276923,72,86.9,Low,LOW,Construction/Dust,0.536,44.123333333333335,Dust suppression,"AQI=86.9, source=Construction/Dust (44.6%), confidence=54%"
1317,28.810256,77.369231,72,70.5,Low,LOW,Traffic/Roads,0.424,44.11,Deploy traffic police,"AQI=70.5, source=Traffic/Roads (69.4%), confidence=42%"
423,28.528205,77.153846,72,67.5,Low,LOW,Traffic/Roads,0.586,44.11,Deploy traffic police,"AQI=67.5, source=Traffic/Roads (55.7%), confidence=59%"
1521,28.887179,76.815385,24,84.4,Low,LOW,Traffic/Roads,0.334,44.10666666666667,Deploy traffic police,"AQI=84.4, source=Traffic/Roads (66.8%), confidence=33%"
1377,28.835897,77.061538,72,131.2,Moderate,LOW,Construction/Dust,0.199,44.10666666666666,Dust suppression,"AQI=131.2, source=Construction/Dust (41.3%), confidence=20%"
328,28.502564,76.923077,24,120.5,Moderate,LOW,Construction/Dust,0.269,44.10333333333333,Dust suppression,"AQI=120.5, source=Construction/Dust (43.2%), confidence=27%"
1533,28.887179,77.0,72,78.7,Low,LOW,Traffic/Roads,0.45,44.096666666666664,Deploy traffic police,"AQI=78.7, source=Traffic/Roads (59.9%), confidence=45%"
928,28.694872,76.923077,72,88.5,Low,LOW,Traffic/Roads,0.486,44.09,Deploy traffic police,"AQI=88.5, source=Traffic/Roads (48.1%), confidence=49%"
509,28.553846,77.246154,48,20.7,Low,LOW,Traffic/Roads,0.835,44.09,Deploy traffic police,"AQI=20.7, source=Traffic/Roads (69.7%), confidence=84%"
1180,28.771795,77.107692,48,83.7,Low,LOW,Industry,0.506,44.09,Inspect industrial units,"AQI=83.7, source=Industry (50.1%), confidence=51%"
1565,28.9,76.876923,24,84.4,Low,LOW,Traffic/Roads,0.344,44.086666666666666,Deploy traffic police,"AQI=84.4, source=Traffic/Roads (65.7%), confidence=34%"
1090,28.746154,76.953846,24,106.8,Moderate,LOW,Construction/Dust,0.332,44.08,Dust suppression,"AQI=106.8, source=Construction/Dust (48.2%), confidence=33%"
1317,28.810256,77.369231,48,66.0,Low,LOW,Traffic/Roads,0.443,44.08,Deploy traffic police,"AQI=66.0, source=Traffic/Roads (71.1%), confidence=44%"
1087,28.746154,76.907692,24,106.8,Moderate,LOW,Industry,0.353,44.08,Inspect industrial units,"AQI=106.8, source=Industry (46.1%), confidence=35%"
1313,28.810256,77.307692,48,79.9,Low,LOW,Industry,0.46,44.07666666666667,Inspect industrial units,"AQI=79.9, source=Industry (57.8%), confidence=46%"
1590,28.9,77.261538,48,86.0,Low,LOW,Traffic/Roads,0.436,44.07333333333334,Deploy traffic police,"AQI=86.0, source=Traffic/Roads (55.1%), confidence=44%"
1252,28.797436,76.984615,48,124.2,Moderate,LOW,Traffic/Roads,0.264,44.06,Deploy traffic police,"AQI=124.2, source=Traffic/Roads (40.4%), confidence=26%"
1470,28.861538,77.261538,24,69.1,Low,LOW,Traffic/Roads,0.539,44.056666666666665,Deploy traffic police,"AQI=69.1, source=Traffic/Roads (58.8%), confidence=54%"
322,28.502564,76.830769,72,101.5,Moderate,LOW,Traffic/Roads,0.289,44.056666666666665,Deploy traffic police,"AQI=101.5, source=Traffic/Roads (56.8%), confidence=29%"
552,28.566667,77.292308,24,99.8,Low,LOW,Construction/Dust,0.434,44.053333333333335,Dust suppression,"AQI=99.8, source=Construction/Dust (43.7%), confidence=43%"
1539,28.887179,77.092308,72,132.2,Moderate,LOW,Traffic/Roads,0.246,44.053333333333335,Deploy traffic police,"AQI=132.2, source=Traffic/Roads (35.5%), confidence=25%"
58,28.412821,77.076923,24,82.5,Low,LOW,Construction/Dust,0.522,44.050000000000004,Dust suppression,"AQI=82.5, source=Construction/Dust (49.3%), confidence=52%"
894,28.682051,77.015385,48,98.2,Low,LOW,Industry,0.452,44.04666666666667,Inspect industrial units,"AQI=98.2, source=Industry (43.2%), confidence=45%"
406,28.528205,76.892308,72,122.9,Moderate,LOW,Traffic/Roads,0.281,44.04333333333334,Deploy traffic police,"AQI=122.9, source=Traffic/Roads (39.7%), confidence=28%"
1421,28.848718,77.123077,48,63.5,Low,LOW,Construction/Dust,0.715,44.04333333333334,Dust suppression,"AQI=63.5, source=Construction/Dust (45.8%), confidence=72%"
710,28.617949,77.261538,24,88.7,Low,LOW,Traffic/Roads,0.487,44.04333333333334,Deploy traffic police,"AQI=88.7, source=Traffic/Roads (47.6%), confidence=49%"
1495,28.874359,77.030769,48,79.8,Low,LOW,Traffic/Roads,0.449,44.04,Deploy traffic police,"AQI=79.8, source=Traffic/Roads (58.8%), confidence=45%"
1425,28.848718,77.184615,24,121.9,Moderate,LOW,Construction/Dust,0.288,44.03666666666667,Dust suppression,"AQI=121.9, source=Construction/Dust (39.8%), confidence=29%"
1179,28.771795,77.092308,72,78.7,Low,LOW,Traffic/Roads,0.516,44.03666666666667,Deploy traffic police,"AQI=78.7, source=Traffic/Roads (53.0%), confidence=52%"
1249,28.797436,76.938462,72,85.4,Low,LOW,Industry,0.42,44.03333333333333,Inspect industrial units,"AQI=85.4, source=Industry (57.0%), confidence=42%"
41,28.412821,76.815385,48,95.0,Low,LOW,Construction/Dust,0.362,44.03333333333333,Dust suppression,"AQI=95.0, source=Construction/Dust (54.8%), confidence=36%"
1314,28.810256,77.323077,24,97.4,Low,LOW,Industry,0.388,44.03333333333333,Inspect industrial units,"AQI=97.4, source=Industry (50.2%), confidence=39%"
1587,28.9,77.215385,48,86.0,Low,LOW,Traffic/Roads,0.439,44.03333333333333,Deploy traffic police,"AQI=86.0, source=Traffic/Roads (54.6%), confidence=44%"
411,28.528205,76.969231,48,109.4,Moderate,LOW,Construction/Dust,0.329,44.03333333333333,Dust suppression,"AQI=109.4, source=Construction/Dust (46.1%), confidence=33%"
1149,28.758974,77.246154,72,65.2,Low,LOW,Traffic/Roads,0.575,44.02666666666667,Deploy traffic police,"AQI=65.2, source=Traffic/Roads (58.3%), confidence=57%"
1291,28.810256,76.969231,48,88.0,Low,LOW,Traffic/Roads,0.424,44.02666666666667,Deploy traffic police,"AQI=88.0, source=Traffic/Roads (54.4%), confidence=42%"
591,28.579487,77.276923,72,112.0,Moderate,LOW,Traffic/Roads,0.357,44.02666666666667,Deploy traffic police,"AQI=112.0, source=Traffic/Roads (41.1%), confidence=36%"
376,28.515385,77.046154,24,113.8,Moderate,LOW,Traffic/Roads,0.357,44.026666666666664,Deploy traffic police,"AQI=113.8, source=Traffic/Roads (39.6%), confidence=36%"
1206,28.784615,76.892308,48,105.8,Moderate,LOW,Traffic/Roads,0.32,44.013333333333335,Deploy traffic police,"AQI=105.8, source=Traffic/Roads (49.9%), confidence=32%"
