cell_id,lat,lon,horizon_hours,forecast_aqi,severity,priority_band,dominant_source,confidence,priority_score,recommended_action,evidence
544,28.566667,77.169231,72,186.3,High,CRITICAL,Traffic/Roads,0.754,69.75,Deploy traffic police,"AQI=186.3, source=Traffic/Roads (68.1%), confidence=75%"
759,28.630769,77.4,24,161.3,High,CRITICAL,Traffic/Roads,0.814,68.94333333333333,Deploy traffic police,"AQI=161.3, source=Traffic/Roads (78.9%), confidence=81%"
832,28.65641,77.292308,72,189.6,High,CRITICAL,Traffic/Roads,0.736,68.68,Deploy traffic police,"AQI=189.6, source=Traffic/Roads (61.8%), confidence=74%"
832,28.65641,77.292308,24,171.2,High,CRITICAL,Traffic/Roads,0.823,68.67333333333333,Deploy traffic police,"AQI=171.2, source=Traffic/Roads (68.4%), confidence=82%"
544,28.566667,77.169231,24,168.2,High,CRITICAL,Traffic/Roads,0.788,67.87333333333333,Deploy traffic police,"AQI=168.2, source=Traffic/Roads (70.4%), confidence=79%"
870,28.669231,77.261538,72,167.1,High,CRITICAL,Traffic/Roads,0.792,67.27,Deploy traffic police,"AQI=167.1, source=Traffic/Roads (67.9%), confidence=79%"
659,28.605128,77.092308,24,160.5,High,CRITICAL,Traffic/Roads,0.814,66.81,Deploy traffic police,"AQI=160.5, source=Traffic/Roads (68.9%), confidence=81%"
870,28.669231,77.261538,24,161.3,High,CRITICAL,Traffic/Roads,0.784,66.32333333333332,Deploy traffic police,"AQI=161.3, source=Traffic/Roads (68.8%), confidence=78%"
746,28.630769,77.2,24,168.7,High,CRITICAL,Traffic/Roads,0.744,66.11666666666666,Deploy traffic police,"AQI=168.7, source=Traffic/Roads (65.6%), confidence=74%"
759,28.630769,77.4,72,164.7,High,CRITICAL,Traffic/Roads,0.699,65.81,Deploy traffic police,"AQI=164.7, source=Traffic/Roads (71.9%), confidence=70%"
966,28.707692,76.892308,24,160.6,High,CRITICAL,Industry,0.765,65.62666666666667,Inspect industrial units,"AQI=160.6, source=Industry (67.8%), confidence=76%"
913,28.682051,77.307692,24,170.3,High,CRITICAL,Traffic/Roads,0.716,65.58333333333334,Deploy traffic police,"AQI=170.3, source=Traffic/Roads (64.4%), confidence=72%"
779,28.64359,77.092308,72,164.7,High,CRITICAL,Traffic/Roads,0.763,65.53,Deploy traffic police,"AQI=164.7, source=Traffic/Roads (64.1%), confidence=76%"
98,28.425641,77.076923,72,183.9,High,CRITICAL,Traffic/Roads,0.648,65.50999999999999,Deploy traffic police,"AQI=183.9, source=Traffic/Roads (59.5%), confidence=65%"
870,28.669231,77.261538,48,145.8,Moderate,CRITICAL,Traffic/Roads,0.844,65.44,Deploy traffic police,"AQI=145.8, source=Traffic/Roads (71.3%), confidence=84%"
57,28.412821,77.061538,72,183.9,High,CRITICAL,Traffic/Roads,0.616,65.43,Deploy traffic police,"AQI=183.9, source=Traffic/Roads (62.3%), confidence=62%"
218,28.464103,77.076923,72,189.9,High,HIGH,Traffic/Roads,0.634,64.61,Deploy traffic police,"AQI=189.9, source=Traffic/Roads (51.4%), confidence=63%"
30,28.4,77.261538,72,168.1,High,HIGH,Construction/Dust,0.681,64.57666666666667,Dust suppression,"AQI=168.1, source=Construction/Dust (64.7%), confidence=68%"
218,28.464103,77.076923,48,161.4,High,HIGH,Traffic/Roads,0.757,64.36000000000001,Deploy traffic police,"AQI=161.4, source=Traffic/Roads (61.6%), confidence=76%"
837,28.65641,77.369231,48,142.4,Moderate,HIGH,Traffic/Roads,0.829,64.33333333333333,Deploy traffic police,"AQI=142.4, source=Traffic/Roads (70.1%), confidence=83%"
780,28.64359,77.107692,72,164.7,High,HIGH,Traffic/Roads,0.74,64.25,Deploy traffic police,"AQI=164.7, source=Traffic/Roads (60.0%), confidence=74%"
966,28.707692,76.892308,72,157.0,High,HIGH,Industry,0.747,64.18666666666667,Inspect industrial units,"AQI=157.0, source=Industry (65.4%), confidence=75%"
913,28.682051,77.307692,72,189.6,High,HIGH,Traffic/Roads,0.575,64.08,Deploy traffic police,"AQI=189.6, source=Traffic/Roads (54.9%), confidence=57%"
137,28.438462,77.061538,48,146.3,Moderate,HIGH,Traffic/Roads,0.78,64.06333333333333,Deploy traffic police,"AQI=146.3, source=Traffic/Roads (70.4%), confidence=78%"
794,28.64359,77.323077,72,201.9,Very High,HIGH,Industry,0.545,63.970000000000006,Inspect industrial units,"AQI=201.9, source=Industry (47.1%), confidence=55%"
544,28.566667,77.169231,48,151.6,High,HIGH,Traffic/Roads,0.739,63.96666666666667,Deploy traffic police,"AQI=151.6, source=Traffic/Roads (69.6%), confidence=74%"
838,28.65641,77.384615,72,164.6,High,HIGH,Traffic/Roads,0.693,63.83333333333333,Deploy traffic police,"AQI=164.6, source=Traffic/Roads (62.7%), confidence=69%"
778,28.64359,77.076923,72,165.0,High,HIGH,Traffic/Roads,0.692,63.74,Deploy traffic police,"AQI=165.0, source=Traffic/Roads (62.0%), confidence=69%"
791,28.64359,77.276923,24,138.1,Moderate,HIGH,Traffic/Roads,0.828,63.71666666666667,Deploy traffic police,"AQI=138.1, source=Traffic/Roads (70.7%), confidence=83%"
30,28.4,77.261538,24,157.0,High,HIGH,Construction/Dust,0.687,63.666666666666664,Dust suppression,"AQI=157.0, source=Construction/Dust (68.8%), confidence=69%"
698,28.617949,77.076923,24,136.0,Moderate,HIGH,Traffic/Roads,0.834,63.60666666666666,Deploy traffic police,"AQI=136.0, source=Traffic/Roads (71.3%), confidence=83%"
218,28.464103,77.076923,24,181.0,High,HIGH,Traffic/Roads,0.627,63.56666666666666,Deploy traffic police,"AQI=181.0, source=Traffic/Roads (54.3%), confidence=63%"
862,28.669231,77.138462,72,145.6,Moderate,HIGH,Traffic/Roads,0.797,63.446666666666665,Deploy traffic police,"AQI=145.6, source=Traffic/Roads (66.2%), confidence=80%"
73,28.412821,77.307692,72,178.1,High,HIGH,Traffic/Roads,0.647,63.443333333333335,Deploy traffic police,"AQI=178.1, source=Traffic/Roads (54.1%), confidence=65%"
833,28.65641,77.307692,24,141.1,Moderate,HIGH,Traffic/Roads,0.813,63.416666666666664,Deploy traffic police,"AQI=141.1, source=Traffic/Roads (68.2%), confidence=81%"
912,28.682051,77.292308,24,133.1,Moderate,HIGH,Traffic/Roads,0.852,63.383333333333326,Deploy traffic police,"AQI=133.1, source=Traffic/Roads (70.8%), confidence=85%"
177,28.451282,77.061538,48,145.1,Moderate,HIGH,Traffic/Roads,0.775,63.34333333333333,Deploy traffic police,"AQI=145.1, source=Traffic/Roads (68.3%), confidence=78%"
659,28.605128,77.092308,72,164.6,High,HIGH,Traffic/Roads,0.698,63.29333333333333,Deploy traffic police,"AQI=164.6, source=Traffic/Roads (59.5%), confidence=70%"
28,28.4,77.230769,72,164.3,High,HIGH,Industry,0.654,63.14333333333334,Inspect industrial units,"AQI=164.3, source=Industry (63.4%), confidence=65%"
699,28.617949,77.092308,24,145.9,Moderate,HIGH,Traffic/Roads,0.769,63.07666666666667,Deploy traffic police,"AQI=145.9, source=Traffic/Roads (66.9%), confidence=77%"
992,28.707692,77.292308,72,143.9,Moderate,HIGH,Traffic/Roads,0.787,63.00333333333334,Deploy traffic police,"AQI=143.9, source=Traffic/Roads (66.4%), confidence=79%"
932,28.694872,76.984615,72,148.9,Moderate,HIGH,Industry,0.765,62.97666666666667,Inspect industrial units,"AQI=148.9, source=Industry (64.3%), confidence=76%"
76,28.412821,77.353846,72,164.7,High,HIGH,Traffic/Roads,0.619,62.79,Deploy traffic police,"AQI=164.7, source=Traffic/Roads (64.8%), confidence=62%"
1006,28.720513,76.892308,72,148.9,Moderate,HIGH,Industry,0.71,62.736666666666665,Inspect industrial units,"AQI=148.9, source=Industry (68.6%), confidence=71%"
779,28.64359,77.092308,24,161.3,High,HIGH,Traffic/Roads,0.75,62.66333333333334,Deploy traffic police,"AQI=161.3, source=Traffic/Roads (53.9%), confidence=75%"
658,28.605128,77.076923,24,131.1,Moderate,HIGH,Traffic/Roads,0.826,62.63,Deploy traffic police,"AQI=131.1, source=Traffic/Roads (71.3%), confidence=83%"
739,28.630769,77.092308,72,141.5,Moderate,HIGH,Traffic/Roads,0.778,62.52333333333334,Deploy traffic police,"AQI=141.5, source=Traffic/Roads (66.9%), confidence=78%"
954,28.694872,77.323077,72,142.3,Moderate,HIGH,Traffic/Roads,0.773,62.476666666666674,Deploy traffic police,"AQI=142.3, source=Traffic/Roads (66.5%), confidence=77%"
96,28.425641,77.046154,48,150.4,High,HIGH,Traffic/Roads,0.702,62.42666666666667,Deploy traffic police,"AQI=150.4, source=Traffic/Roads (66.6%), confidence=70%"
779,28.64359,77.092308,48,144.0,Moderate,HIGH,Traffic/Roads,0.769,62.42,Deploy traffic police,"AQI=144.0, source=Traffic/Roads (65.2%), confidence=77%"
838,28.65641,77.384615,48,143.0,Moderate,HIGH,Traffic/Roads,0.746,62.413333333333334,Deploy traffic police,"AQI=143.0, source=Traffic/Roads (68.3%), confidence=75%"
746,28.630769,77.2,72,186.6,High,HIGH,Traffic/Roads,0.534,62.400000000000006,Deploy traffic police,"AQI=186.6, source=Traffic/Roads (53.1%), confidence=53%"
832,28.65641,77.292308,48,152.4,High,HIGH,Traffic/Roads,0.734,62.4,Deploy traffic police,"AQI=152.4, source=Traffic/Roads (61.6%), confidence=73%"
965,28.707692,76.876923,24,145.2,Moderate,HIGH,Industry,0.755,62.379999999999995,Inspect industrial units,"AQI=145.2, source=Industry (65.4%), confidence=76%"
868,28.669231,77.230769,72,153.8,High,HIGH,Traffic/Roads,0.7,62.31333333333334,Deploy traffic police,"AQI=153.8, source=Traffic/Roads (63.4%), confidence=70%"
675,28.605128,77.338462,24,152.4,High,HIGH,Traffic/Roads,0.737,62.18,Deploy traffic police,"AQI=152.4, source=Traffic/Roads (60.2%), confidence=74%"
76,28.412821,77.353846,48,144.0,Moderate,HIGH,Traffic/Roads,0.693,62.1,Deploy traffic police,"AQI=144.0, source=Traffic/Roads (71.2%), confidence=69%"
871,28.669231,77.276923,24,131.1,Moderate,HIGH,Traffic/Roads,0.833,62.050000000000004,Deploy traffic police,"AQI=131.1, source=Traffic/Roads (67.7%), confidence=83%"
57,28.412821,77.061538,24,170.5,High,HIGH,Traffic/Roads,0.589,61.99666666666666,Deploy traffic police,"AQI=170.5, source=Traffic/Roads (59.0%), confidence=59%"
837,28.65641,77.369231,72,164.6,High,HIGH,Traffic/Roads,0.68,61.99333333333333,Deploy traffic police,"AQI=164.6, source=Traffic/Roads (54.8%), confidence=68%"
954,28.694872,77.323077,48,126.6,Moderate,HIGH,Traffic/Roads,0.836,61.959999999999994,Deploy traffic police,"AQI=126.6, source=Traffic/Roads (70.7%), confidence=84%"
879,28.669231,77.4,24,136.0,Moderate,HIGH,Traffic/Roads,0.742,61.92666666666666,Deploy traffic police,"AQI=136.0, source=Traffic/Roads (72.1%), confidence=74%"
699,28.617949,77.092308,72,153.8,High,HIGH,Traffic/Roads,0.686,61.91333333333334,Deploy traffic police,"AQI=153.8, source=Traffic/Roads (62.8%), confidence=69%"
28,28.4,77.230769,24,155.6,High,HIGH,Industry,0.659,61.87333333333333,Inspect industrial units,"AQI=155.6, source=Industry (63.8%), confidence=66%"
778,28.64359,77.076923,24,160.0,High,HIGH,Traffic/Roads,0.691,61.806666666666665,Deploy traffic police,"AQI=160.0, source=Traffic/Roads (56.6%), confidence=69%"
420,28.528205,77.107692,24,161.3,High,HIGH,Construction/Dust,0.703,61.78333333333333,Dust suppression,"AQI=161.3, source=Construction/Dust (54.2%), confidence=70%"
660,28.605128,77.107692,24,145.9,Moderate,HIGH,Traffic/Roads,0.752,61.69666666666667,Deploy traffic police,"AQI=145.9, source=Traffic/Roads (61.7%), confidence=75%"
951,28.694872,77.276923,24,129.1,Moderate,HIGH,Traffic/Roads,0.8,61.696666666666665,Deploy traffic police,"AQI=129.1, source=Traffic/Roads (70.9%), confidence=80%"
879,28.669231,77.4,72,141.5,Moderate,HIGH,Traffic/Roads,0.721,61.663333333333334,Deploy traffic police,"AQI=141.5, source=Traffic/Roads (68.3%), confidence=72%"
992,28.707692,77.292308,24,136.5,Moderate,HIGH,Traffic/Roads,0.776,61.629999999999995,Deploy traffic police,"AQI=136.5, source=Traffic/Roads (66.8%), confidence=78%"
892,28.682051,76.984615,24,145.2,Moderate,HIGH,Industry,0.752,61.58,Inspect industrial units,"AQI=145.2, source=Industry (61.7%), confidence=75%"
739,28.630769,77.092308,24,136.0,Moderate,HIGH,Traffic/Roads,0.779,61.56666666666666,Deploy traffic police,"AQI=136.0, source=Traffic/Roads (66.6%), confidence=78%"
911,28.682051,77.276923,24,124.6,Moderate,HIGH,Traffic/Roads,0.829,61.526666666666664,Deploy traffic police,"AQI=124.6, source=Traffic/Roads (70.9%), confidence=83%"
137,28.438462,77.061538,72,163.4,High,HIGH,Traffic/Roads,0.624,61.51333333333333,Deploy traffic police,"AQI=163.4, source=Traffic/Roads (59.0%), confidence=62%"
19,28.4,77.092308,72,148.1,Moderate,HIGH,Construction/Dust,0.681,61.50333333333334,Dust suppression,"AQI=148.1, source=Construction/Dust (66.0%), confidence=68%"
619,28.592308,77.092308,72,130.1,Moderate,HIGH,Traffic/Roads,0.794,61.483333333333334,Deploy traffic police,"AQI=130.1, source=Traffic/Roads (69.6%), confidence=79%"
627,28.592308,77.215385,72,163.5,High,HIGH,Traffic/Roads,0.629,61.470000000000006,Deploy traffic police,"AQI=163.5, source=Traffic/Roads (58.2%), confidence=63%"
98,28.425641,77.076923,24,170.5,High,HIGH,Traffic/Roads,0.592,61.45666666666667,Deploy traffic police,"AQI=170.5, source=Traffic/Roads (56.0%), confidence=59%"
791,28.64359,77.276923,72,142.3,Moderate,HIGH,Traffic/Roads,0.754,61.45666666666666,Deploy traffic police,"AQI=142.3, source=Traffic/Roads (63.3%), confidence=75%"
908,28.682051,77.230769,72,184.2,High,HIGH,Traffic/Roads,0.532,61.440000000000005,Deploy traffic police,"AQI=184.2, source=Traffic/Roads (50.5%), confidence=53%"
699,28.617949,77.092308,48,136.6,Moderate,HIGH,Traffic/Roads,0.768,61.42666666666666,Deploy traffic police,"AQI=136.6, source=Traffic/Roads (66.5%), confidence=77%"
73,28.412821,77.307692,24,169.2,High,HIGH,Traffic/Roads,0.605,61.42,Deploy traffic police,"AQI=169.2, source=Traffic/Roads (55.6%), confidence=60%"
868,28.669231,77.230769,24,145.9,Moderate,HIGH,Traffic/Roads,0.738,61.39666666666667,Deploy traffic police,"AQI=145.9, source=Traffic/Roads (61.6%), confidence=74%"
56,28.412821,77.046154,48,143.9,Moderate,HIGH,Traffic/Roads,0.698,61.38333333333334,Deploy traffic police,"AQI=143.9, source=Traffic/Roads (67.2%), confidence=70%"
1182,28.771795,77.138462,24,161.3,High,HIGH,Industry,0.667,61.38333333333333,Inspect industrial units,"AQI=161.3, source=Industry (55.8%), confidence=67%"
759,28.630769,77.4,48,144.0,Moderate,HIGH,Traffic/Roads,0.664,61.36,Deploy traffic police,"AQI=144.0, source=Traffic/Roads (70.4%), confidence=66%"
992,28.707692,77.292308,48,128.2,Moderate,HIGH,Traffic/Roads,0.809,61.32666666666667,Deploy traffic police,"AQI=128.2, source=Traffic/Roads (68.9%), confidence=81%"
76,28.412821,77.353846,24,161.3,High,HIGH,Traffic/Roads,0.589,61.303333333333335,Deploy traffic police,"AQI=161.3, source=Traffic/Roads (63.2%), confidence=59%"
28,28.4,77.230769,48,141.8,Moderate,HIGH,Industry,0.7,61.25333333333333,Inspect industrial units,"AQI=141.8, source=Industry (68.1%), confidence=70%"
912,28.682051,77.292308,72,141.3,Moderate,HIGH,Traffic/Roads,0.749,61.25,Deploy traffic police,"AQI=141.3, source=Traffic/Roads (63.6%), confidence=75%"
466,28.541026,77.2,24,138.6,Moderate,HIGH,Traffic/Roads,0.73,61.16,Deploy traffic police,"AQI=138.6, source=Traffic/Roads (67.3%), confidence=73%"
912,28.682051,77.292308,48,125.3,Moderate,HIGH,Traffic/Roads,0.826,61.083333333333336,Deploy traffic police,"AQI=125.3, source=Traffic/Roads (68.4%), confidence=83%"
379,28.515385,77.092308,72,165.7,High,HIGH,Industry,0.669,61.05666666666667,Inspect industrial units,"AQI=165.7, source=Industry (50.3%), confidence=67%"
799,28.64359,77.4,24,137.0,Moderate,HIGH,Traffic/Roads,0.697,61.013333333333335,Deploy traffic police,"AQI=137.0, source=Traffic/Roads (71.2%), confidence=70%"
851,28.669231,76.969231,72,145.0,Moderate,HIGH,Industry,0.718,60.96666666666667,Inspect industrial units,"AQI=145.0, source=Industry (62.2%), confidence=72%"
56,28.412821,77.046154,24,154.9,High,HIGH,Traffic/Roads,0.657,60.916666666666664,Deploy traffic police,"AQI=154.9, source=Traffic/Roads (59.8%), confidence=66%"
177,28.451282,77.061538,72,168.9,High,HIGH,Traffic/Roads,0.617,60.89,Deploy traffic police,"AQI=168.9, source=Traffic/Roads (52.0%), confidence=62%"
56,28.412821,77.046154,72,167.2,High,HIGH,Traffic/Roads,0.597,60.86666666666666,Deploy traffic police,"AQI=167.2, source=Traffic/Roads (55.3%), confidence=60%"
259,28.476923,77.092308,72,123.8,Moderate,HIGH,Traffic/Roads,0.823,60.85333333333333,Deploy traffic police,"AQI=123.8, source=Traffic/Roads (68.8%), confidence=82%"
967,28.707692,76.907692,72,155.1,High,HIGH,Industry,0.65,60.83,Inspect industrial units,"AQI=155.1, source=Industry (59.9%), confidence=65%"
627,28.592308,77.215385,24,157.0,High,HIGH,Traffic/Roads,0.663,60.82666666666666,Deploy traffic police,"AQI=157.0, source=Traffic/Roads (57.0%), confidence=66%"
798,28.64359,77.384615,72,127.9,Moderate,HIGH,Traffic/Roads,0.768,60.79666666666666,Deploy traffic police,"AQI=127.9, source=Traffic/Roads (70.6%), confidence=77%"
698,28.617949,77.076923,48,125.8,Moderate,HIGH,Traffic/Roads,0.799,60.786666666666676,Deploy traffic police,"AQI=125.8, source=Traffic/Roads (69.2%), confidence=80%"
954,28.694872,77.323077,24,138.1,Moderate,HIGH,Traffic/Roads,0.723,60.77666666666667,Deploy traffic police,"AQI=138.1, source=Traffic/Roads (66.5%), confidence=72%"
137,28.438462,77.061538,24,162.8,High,HIGH,Traffic/Roads,0.606,60.733333333333334,Deploy traffic police,"AQI=162.8, source=Traffic/Roads (57.4%), confidence=61%"
868,28.669231,77.230769,48,136.6,Moderate,HIGH,Traffic/Roads,0.747,60.72666666666666,Deploy traffic police,"AQI=136.6, source=Traffic/Roads (65.1%), confidence=75%"
995,28.707692,77.338462,72,165.2,High,HIGH,Traffic/Roads,0.574,60.67333333333333,Deploy traffic police,"AQI=165.2, source=Traffic/Roads (58.3%), confidence=57%"
139,28.438462,77.092308,24,163.7,High,HIGH,Construction/Dust,0.638,60.62333333333333,Dust suppression,"AQI=163.7, source=Construction/Dust (52.9%), confidence=64%"
851,28.669231,76.969231,24,138.6,Moderate,HIGH,Industry,0.717,60.62,Inspect industrial units,"AQI=138.6, source=Industry (65.9%), confidence=72%"
96,28.425641,77.046154,72,160.9,High,HIGH,Traffic/Roads,0.601,60.61666666666667,Deploy traffic police,"AQI=160.9, source=Traffic/Roads (58.9%), confidence=60%"
1005,28.720513,76.876923,72,154.5,High,HIGH,Industry,0.617,60.550000000000004,Inspect industrial units,"AQI=154.5, source=Industry (62.3%), confidence=62%"
833,28.65641,77.307692,72,143.6,Moderate,HIGH,Traffic/Roads,0.718,60.53333333333333,Deploy traffic police,"AQI=143.6, source=Traffic/Roads (61.2%), confidence=72%"
460,28.541026,77.107692,72,141.5,Moderate,HIGH,Construction/Dust,0.771,60.52333333333334,Dust suppression,"AQI=141.5, source=Construction/Dust (57.6%), confidence=77%"
958,28.694872,77.384615,72,165.0,High,HIGH,Traffic/Roads,0.557,60.519999999999996,Deploy traffic police,"AQI=165.0, source=Traffic/Roads (59.4%), confidence=56%"
956,28.694872,77.353846,72,127.7,Moderate,HIGH,Traffic/Roads,0.765,60.483333333333334,Deploy traffic police,"AQI=127.7, source=Traffic/Roads (69.5%), confidence=76%"
800,28.65641,76.8,72,117.4,Moderate,HIGH,Traffic/Roads,0.544,60.44666666666667,Deploy traffic police,"AQI=117.4, source=Traffic/Roads (100.0%), confidence=54%"
585,28.579487,77.184615,72,189.6,High,HIGH,Traffic/Roads,0.482,60.440000000000005,Deploy traffic police,"AQI=189.6, source=Traffic/Roads (46.0%), confidence=48%"
778,28.64359,77.076923,48,144.1,Moderate,HIGH,Traffic/Roads,0.7,60.43666666666667,Deploy traffic police,"AQI=144.1, source=Traffic/Roads (62.1%), confidence=70%"
660,28.605128,77.107692,72,153.8,High,HIGH,Traffic/Roads,0.666,60.43333333333333,Deploy traffic police,"AQI=153.8, source=Traffic/Roads (57.4%), confidence=67%"
97,28.425641,77.061538,72,190.1,High,HIGH,Traffic/Roads,0.466,60.40333333333333,Deploy traffic police,"AQI=190.1, source=Traffic/Roads (47.0%), confidence=47%"
30,28.4,77.261538,48,142.9,Moderate,HIGH,Construction/Dust,0.643,60.35666666666666,Dust suppression,"AQI=142.9, source=Construction/Dust (68.4%), confidence=64%"
74,28.412821,77.323077,72,164.6,High,HIGH,Traffic/Roads,0.577,60.33333333333333,Deploy traffic police,"AQI=164.6, source=Traffic/Roads (56.8%), confidence=58%"
18,28.4,77.076923,72,136.2,Moderate,HIGH,Construction/Dust,0.692,60.32,Dust suppression,"AQI=136.2, source=Construction/Dust (68.9%), confidence=69%"
74,28.412821,77.323077,48,147.1,Moderate,HIGH,Traffic/Roads,0.656,60.31666666666667,Deploy traffic police,"AQI=147.1, source=Traffic/Roads (63.4%), confidence=66%"
874,28.669231,77.323077,24,118.3,Moderate,HIGH,Traffic/Roads,0.845,60.31666666666666,Deploy traffic police,"AQI=118.3, source=Traffic/Roads (68.5%), confidence=84%"
659,28.605128,77.092308,48,147.1,Moderate,HIGH,Traffic/Roads,0.688,60.31666666666666,Deploy traffic police,"AQI=147.1, source=Traffic/Roads (60.2%), confidence=69%"
893,28.682051,77.0,72,154.5,High,HIGH,Industry,0.665,60.29,Inspect industrial units,"AQI=154.5, source=Industry (56.2%), confidence=66%"
993,28.707692,77.307692,72,143.5,Moderate,HIGH,Traffic/Roads,0.691,60.25666666666666,Deploy traffic police,"AQI=143.5, source=Traffic/Roads (62.6%), confidence=69%"
177,28.451282,77.061538,24,157.7,High,HIGH,Traffic/Roads,0.636,60.24333333333333,Deploy traffic police,"AQI=157.7, source=Traffic/Roads (56.2%), confidence=64%"
698,28.617949,77.076923,72,141.5,Moderate,HIGH,Traffic/Roads,0.683,60.22333333333334,Deploy traffic police,"AQI=141.5, source=Traffic/Roads (64.9%), confidence=68%"
738,28.630769,77.076923,24,121.6,Moderate,HIGH,Traffic/Roads,0.812,60.20666666666667,Deploy traffic police,"AQI=121.6, source=Traffic/Roads (68.5%), confidence=81%"
739,28.630769,77.092308,48,125.8,Moderate,HIGH,Traffic/Roads,0.792,60.20666666666667,Deploy traffic police,"AQI=125.8, source=Traffic/Roads (67.0%), confidence=79%"
139,28.438462,77.092308,48,145.7,Moderate,HIGH,Construction/Dust,0.739,60.18333333333334,Dust suppression,"AQI=145.7, source=Construction/Dust (55.6%), confidence=74%"
892,28.682051,76.984615,72,148.8,Moderate,HIGH,Industry,0.689,60.18000000000001,Inspect industrial units,"AQI=148.8, source=Industry (58.0%), confidence=69%"
738,28.630769,77.076923,72,131.2,Moderate,HIGH,Traffic/Roads,0.749,60.166666666666664,Deploy traffic police,"AQI=131.2, source=Traffic/Roads (66.6%), confidence=75%"
1008,28.720513,76.923077,72,154.1,High,HIGH,Industry,0.594,60.163333333333334,Inspect industrial units,"AQI=154.1, source=Industry (63.0%), confidence=59%"
932,28.694872,76.984615,48,129.2,Moderate,HIGH,Industry,0.772,60.11333333333333,Inspect industrial units,"AQI=129.2, source=Industry (65.7%), confidence=77%"
911,28.682051,77.276923,48,116.7,Moderate,HIGH,Traffic/Roads,0.83,60.11,Deploy traffic police,"AQI=116.7, source=Traffic/Roads (70.3%), confidence=83%"
179,28.451282,77.092308,72,187.5,High,HIGH,Construction/Dust,0.483,60.089999999999996,Dust suppression,"AQI=187.5, source=Construction/Dust (45.9%), confidence=48%"
879,28.669231,77.4,48,125.8,Moderate,HIGH,Traffic/Roads,0.747,60.06666666666666,Deploy traffic police,"AQI=125.8, source=Traffic/Roads (70.8%), confidence=75%"
258,28.476923,77.076923,72,118.3,Moderate,HIGH,Traffic/Roads,0.841,60.03666666666666,Deploy traffic police,"AQI=118.3, source=Traffic/Roads (67.5%), confidence=84%"
740,28.630769,77.107692,72,141.5,Moderate,HIGH,Traffic/Roads,0.694,60.00333333333334,Deploy traffic police,"AQI=141.5, source=Traffic/Roads (62.7%), confidence=69%"
913,28.682051,77.307692,48,152.4,High,HIGH,Traffic/Roads,0.642,59.94,Deploy traffic police,"AQI=152.4, source=Traffic/Roads (58.5%), confidence=64%"
959,28.694872,77.4,72,164.9,High,HIGH,Traffic/Roads,0.529,59.88333333333333,Deploy traffic police,"AQI=164.9, source=Traffic/Roads (59.1%), confidence=53%"
92,28.425641,76.984615,48,107.1,Moderate,HIGH,Construction/Dust,0.908,59.85,Dust suppression,"AQI=107.1, source=Construction/Dust (69.2%), confidence=91%"
951,28.694872,77.276923,72,134.9,Moderate,HIGH,Traffic/Roads,0.724,59.84333333333334,Deploy traffic police,"AQI=134.9, source=Traffic/Roads (64.4%), confidence=72%"
96,28.425641,77.046154,24,162.4,High,HIGH,Traffic/Roads,0.611,59.82666666666666,Deploy traffic police,"AQI=162.4, source=Traffic/Roads (52.7%), confidence=61%"
780,28.64359,77.107692,48,144.0,Moderate,HIGH,Traffic/Roads,0.698,59.82,Deploy traffic police,"AQI=144.0, source=Traffic/Roads (59.3%), confidence=70%"
871,28.669231,77.276923,72,138.2,Moderate,HIGH,Traffic/Roads,0.73,59.79333333333334,Deploy traffic police,"AQI=138.2, source=Traffic/Roads (60.8%), confidence=73%"
794,28.64359,77.323077,24,180.5,High,HIGH,Traffic/Roads,0.526,59.78333333333334,Deploy traffic police,"AQI=180.5, source=Traffic/Roads (45.9%), confidence=53%"
833,28.65641,77.307692,48,128.0,Moderate,HIGH,Traffic/Roads,0.775,59.77333333333334,Deploy traffic police,"AQI=128.0, source=Traffic/Roads (64.7%), confidence=78%"
73,28.412821,77.307692,48,148.8,Moderate,HIGH,Traffic/Roads,0.647,59.760000000000005,Deploy traffic police,"AQI=148.8, source=Traffic/Roads (60.1%), confidence=65%"
19,28.4,77.092308,24,145.3,Moderate,HIGH,Construction/Dust,0.663,59.716666666666676,Dust suppression,"AQI=145.3, source=Construction/Dust (61.2%), confidence=66%"
831,28.65641,77.276923,24,124.1,Moderate,HIGH,Traffic/Roads,0.771,59.68333333333334,Deploy traffic police,"AQI=124.1, source=Traffic/Roads (67.9%), confidence=77%"
791,28.64359,77.276923,48,126.6,Moderate,HIGH,Traffic/Roads,0.789,59.66,Deploy traffic police,"AQI=126.6, source=Traffic/Roads (63.9%), confidence=79%"
658,28.605128,77.076923,72,138.2,Moderate,HIGH,Traffic/Roads,0.712,59.57333333333332,Deploy traffic police,"AQI=138.2, source=Traffic/Roads (61.5%), confidence=71%"
139,28.438462,77.092308,72,169.0,High,HIGH,Construction/Dust,0.568,59.54666666666667,Dust suppression,"AQI=169.0, source=Construction/Dust (50.1%), confidence=57%"
801,28.65641,76.815385,72,117.4,Moderate,HIGH,Traffic/Roads,0.595,59.54666666666667,Deploy traffic police,"AQI=117.4, source=Traffic/Roads (90.4%), confidence=60%"
1542,28.887179,77.138462,72,129.3,Moderate,HIGH,Industry,0.765,59.53000000000001,Inspect industrial units,"AQI=129.3, source=Industry (63.4%), confidence=76%"
